TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
SPIDER-MAN - BRAND NEW DAY,"3,42",SI,"Azione, Avventura, Fantasy",USA,2026,145,"Cinema di formazione, iperbolico nella forma ma umano nella sostanza",Destin Daniel Cretton,"Tom Holland, Zendaya, Sadie Sink, Jacob Batalon","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Barberini
CINEMA Cineland
Cinevillage Piazza Vittorio
CINEMA Multisala Lux
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:30, 18:30, 21:30
21:15
15:00, 18:40, 21:30
VO: 16:45, 19:00, 21:45
18:20
21:00
16:30, 19:15, 22:00
15:00, 20:20, 22:20
14:40, 18:00, 18:10, 21:00, 21:50
18:30, 21:15
22:20
16:30, 19:00, 22:10
16:10, 19:30, 22:30
13:40, 16:50"
MINIONS & MONSTERS,"3,41",SI,Animazione,USA,2026,90,Un'avventura godibile - e una bella lettera d'amore per il cinema - che mantiene viva la natura surreale dei piccoli protagonisti,"Pierre Coffin, Patrick Delage","Marcello Macchia, Pierre Coffin, Romesh Ranganathan, Zoey Deutch",CINEMA Madison,"15:45, 17:30, 19:30"
SHEEP IN THE BOX,"3,41",SI,Drammatico,Giappone,2026,126,L'intelligenza artificiale come strumento per lenire i nostri problemi. Un'opera sul nostro immediato futuro,Kore'eda Hirokazu,"Haruka Ayase, Daigo Yamamoto (II), Kuwaki Rimu, Nana Seino","CINEMA Eden
CINEMA Giulio Cesare
CINEMA Greenwich
Quattro Fontane","18:20, 21:00
VO: 16:00, 18:30
16:15 | VO: 20:45
VO: 16:00, 18:30"
LE CITTÀ DI PIANURA,"3,39",SI,Drammatico,"Italia, Germania",2025,100,Un road movie che riesce a raccontare un'Italia vera con una sua energia lenta e sul finale commovente,Francesco Sossai,"Filippo Scotti, Sergio Romano, Pierpaolo Capovilla, Roberto Citran","Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Mignon","21:15
21:00
19:15"
OASIS - DON'T LOOK BACK IN ANGER,"3,38",SI,Documentario,Regno Unito,2026,122,"Gli Oasis tornano insieme in un racconto intenso e appassionato che celebra la musica, il legame viscerale con il pubblico e la ritrovata pace fra i fratelli Gallagher","Will Lovelace, Dylan Southern","Oasis, Liam Gallagher, Noel Gallagher","CINEMA Adriano
CINEMA Atlantic
CINEMA Barberini
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","21:00 | VO: 18:00
18:00, 20:30
VO: 14:30, 19:30, 21:45
VO: 16:30, 19:00, 21:30
VO: 16:30, 19:00, 21:30
17:15, 19:30, 22:00
14:50, 19:15, 21:30
VO: 20:00, 22:30
VO: 21:30
VO: 18:35
VO: 15:20, 18:20, 19:45, 20:25, 21:35, 22:05
VO: 21:00
20:50 | VO: 18:00
20:50 | VO: 14:10, 18:00
20:50 | VO: 18:00
VO: 18:30"
IL TERZO OMICIDIO,"3,34",SI,Thriller,Giappone,2017,125,Kore-Eda prosegue la sua personale indagine sull’animo delle persone quando si trovano dinanzi a una svolta della loro vita,Kore'eda Hirokazu,"Masaharu Fukuyama, Kôji Yakusho, Suzu Hirose, Mikako Ichikawa, Yuki Saitô",Nuovo Cinema Aquila,16:00
TRAIN TO BUSAN,"3,34",SI,Drammatico,Corea del sud,2016,118,Un film che funziona su più livelli: non solo come puro intrattenimento ma anche come risultato di una profonda riflessione sociologica sulla Corea,Sang-ho Yeon,"Gong Yoo, Dong-seok Ma, Jung Yu-mi, Choi Woo-Sik","CINEMA Giulio Cesare
Nuovo Cinema Aquila
Quattro Fontane
The Space Parco de Medici","VO: 16:15, 18:45, 21:15
VO: 18:30
VO: 16:00, 18:30, 21:00
14:35"
IL FILO DEL RICATTO - DEAD MAN'S WIRE,"3,31",SI,"Drammatico, Storico",USA,2025,102,"Un film teso come un cavo, sul confine tra vittime e carnefici e sui risvolti nascosti della cronaca che nutre i tabloid",Gus Van Sant,"Bill Skarsgård, Dacre Montgomery, Al Pacino, Colman Domingo",CINEMA Tiziano,16:30
KETTICÈ,"3,31",SI,Commedia,Italia,2026,107,Un adolescente in cerca di senso all'interno di un mondo programmaticamente insensato,Giovanni Tortorici,"Salvatore Gallina, Rachele Testagrossa, Monica Bellucci, Tommaso Cristiano Wirz",CINEMA Adriano,17:20
SERPENTI,"3,31",SI,Drammatico,Italia,2026,88,"Un'opera efficace che, nella cifra del grottesco, crea un ribaltamento. E va dritto al cuore delle cose",Roberto De Paolis,"Leonardo Lidi, Alessandro Borghi, Pietro Castellitto, Valeria Golino","CINEMA Cineland
CINEMA Eden
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Greenwich
CINEMA Mignon
CINEMA Tibur","18:30, 20:50
15:10, 17:10, 19:10, 21:10
17:00, 19:00, 21:00
17:00, 19:00, 21:00
17:00, 19:00, 21:00
16:45, 18:45, 20:45
16:15, 20:00, 21:45"
IL CILENO,"3,28",SI,"Biografico, Drammatico, Storico","Svizzera, Cile, Italia",2026,100,Un film in cui i meccanismi del genere thriller sono tutti al posto giusto,Sergio Castro San Martín,"Camilo Arancibia, Sara Serraiocco, Andrew Bargsted, Gaetano Bruno","Quattro Fontane
CINEMA Tibur","21:15
18:00"
NATO IL 4 LUGLIO,"3,24",SI,Drammatico,USA,1989,144,Film epico sull'America che segna la prima matura interpretazione di Cruise,Oliver Stone,"Tom Cruise, Willem Dafoe, Kyra Sedgwick, Raymond J. Barry",Casa del Cinema,20:00
OBSESSION,"3,15",SI,Horror,USA,2026,108,La conferma del talento dell'astro nascente Curry Barker,Curry Barker,"Michael Johnston (II), Inde Navarrette, Cooper Tomlinson, Megan Lawless","The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","22:30
20:40, 22:45
22:30
22:50
22:45"
LA FINE DI OAK STREET,"3,09",SI,Thriller,USA,2025,100,Provare a cambiare le regole del gioco per dire qualcosa di straordinario,David Robert Mitchell,"Anne Hathaway, Ewan McGregor, P.J. Byrne, Pilot Bunch","The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","17:10
21:15
21:30
22:00"
DIVINE COMEDY,"3,08",SI,Commedia,"Iran, Italia, Francia, Germania, Turchia",2025,98,Un film che affonda il coltello nelle piaghe che la società iraniana non riesce a sanare,Ali Asgari,"Bahram Ark, Sadaf Asgari, Bahman Ark, Faezeh Rad",CINEMA Tiziano,18:30
THE ECHO CHAMBER,"3,04",SI,Drammatico,Italia,2026,120,Ghost story e love story che prende la forma di un rituale doloroso di rara eleganza,Andrea Pallaoro,"Luca Marinelli, Alicia Vikander, Susan Sarandon, Ann Akin","CINEMA Cineland
CINEMA Eden
Eurcine Multisala
CINEMA FCE Majestic
CINEMA Giulio Cesare
CINEMA Greenwich
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
Quattro Fontane
CINEMA Tibur","15:45, 18:10, 21:00
15:30, 17:00, 18:30, 21:15
16:00, 18:30, 21:00
18:45 | VO: 21:45
VO: 16:30, 19:00, 21:30
16:30 | VO: 18:50, 21:15
14:50, 17:00, 19:15, 21:30
16:00, 18:30, 21:00
16:00, 18:30, 21:00
VO: 16:15, 18:45, 21:15
16:30, 19:00, 21:30"
IL TESORO DI VERA CRUZ,"3,00",SI,Poliziesco,USA,1949,71,Poliziesco divertente e di buona fattura,Don Siegel,"Robert Mitchum, William Bendix, Ramon Novarro, Patric Knowles, Jane Greer",CINEMA Troisi,VO: 18:30
TROY,"2,98",SI,Mitologico,USA,2004,163,Spettacolare rilettura di Omero,Wolfgang Petersen,"Brad Pitt, Orlando Bloom, Diane Kruger, Eric Bana, Sean Bean",CINEMA Adriano,VO: 20:00
COUTURE,"2,97",SI,Drammatico,"USA, Francia",2025,106,Tre donne e tre vite da cucire o da riparare. Una prova significativa e apprezzabile di sguardo femminile,Alice Winocour,"Angelina Jolie, Anyier Anei, Louis Garrel, Ella Rumpf","CINEMA Doria
CINEMA Savoy
CINEMA Tiziano","21:00
16:30, 18:30, 21:30
20:30"
ONE NIGHT ONLY - QUANDO TUTTO È POSSIBILE,"2,94",SI,Commedia,USA,2026,102,"Una rom com brillante e musicale, sostenuta dalla riuscita chimica dei suoi protagonisti",Will Gluck,"Callum Turner, Monica Barbaro, Grace Dumdaw, Duncan Jui","CINEMA Adriano
The Space Parco de Medici
Uci Cinemas Roma Est","19:30
16:40, 19:30
14:10"
QUASI GRAZIA,"2,85",SI,Drammatico,Italia,2025,80,Grazia Deledda raccontata in tre momenti della vita in un film che spinge sulle radici sarde della grande scrittrice,Peter Marcias,"Laura Morante, Irene Maiorino, Ivana Monti, Monica Demuru","CINEMA Arena Tiziano
CINEMA Tiziano","21:00
21:00"
SPEZIE E BUGIE - LA PICCOLA CUCINA DI MEHDI,"2,85",SI,Commedia,Francia,2025,114,Una favola gradevole che offre spunti per riflettere sul tema dell'emigrazione,Amine Adjina,"Younes Boucif, Clara Bretheau, Hiam Abbass, Gustave Kervern","CINEMA Giulio Cesare
CINEMA Mignon
CINEMA Nuovo Sacher","VO: 16:30, 18:45, 21:00
16:15, 18:30, 20:45
15:45, 17:40, 19:35, 21:30"
OCEANIA,"2,70",NI,"Azione, Avventura, Commedia",USA,2026,115,"Stessi temi, stessa musica. Un godibilissimo remake in live-action, con una protagonista perfetta",Thomas Kail,"Catherine Laga'aia, Dwayne Johnson, John Tui, Frankie Adams","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","16:00, 17:30
17:30
16:00, 18:15
15:00, 17:20
17:00, 19:00
17:30, 20:00
16:30, 18:00
17:00, 19:10
17:30, 19:15
16:30, 19:00, 21:30
16:30, 19:00
17:45, 21:20
16:10, 17:30
14:30, 16:45, 17:30, 19:15, 21:30, 22:05
16:30, 17:30, 18:45
16:50, 19:30
14:30, 15:30, 17:20, 20:00
15:10, 16:00, 17:30, 18:40, 19:10, 20:40
14:20, 17:00, 19:40"
INSIDIOUS - FUORI DALL'ALTROVE,"2,50",NI,"Horror, Thriller","Australia, USA",2026,106,"Un prodotto convenzionale ma ben realizzato, destinato a non scontentare i fan del franchise",Jacob Chase,"Lin Shaye, Amelia Eve, Brandon Perea, Sam Spruell","CINEMA Adriano
The Space Parco de Medici
Uci Cinemas Roma Est
Uci Luce Maximo","21:40
14:20, 19:05, 22:30
22:40
23:00"
LA VENDETTA PERFETTA - BEAR COUNTRY,"2,50",NI,"Azione, Thriller",USA,2026,111,Un film che non si prende troppo sul serio tra thriller e commedia,Derrick Borte,"Russell Crowe, Luke Evans, Aaron Paul, Nina Dobrev",The Space Parco de Medici,14:05
THE DOG STARS - LE STELLE DOPO LA FINE,"2,42",NI,"Azione, Avventura, Drammatico",USA,2026,118,Ridley Scott inciampa nel déjà vu del post-apocalittico. Buoni gli attori,Ridley Scott,"Jacob Elordi, Margaret Qualley, Josh Brolin, Guy Pearce","CINEMA Adriano
CINEMA Andromeda
CINEMA Barberini
CINEMA Broadway
CINEMA Doria
CINEMA Madison
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","18:30, 21:00
16:45, 19:00
VO: 14:30, 16:15
21:00
21:00
21:30
14:50, 17:35, 19:40, 21:40
21:00
16:50, 22:40
14:40
20:00"
IL MALLOPPO,"1,87",NO,Commedia,Italia,2026,110,"Una commedia noir dal cast corale e familiare. Tanti siparietti, poco ritmo comico",Volfango De Biasi,"Diego Abatantuono, Michele Foresta, Max Angioni, Maria Amelia Monti","CINEMA Adriano
CINEMA Cineland
CINEMA Multisala Lux
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","18:30
16:00
18:10
13:40
14:30"
THE MORTUARY ASSISTANT - ANATOMIA DI UN INCUBO,"1,84",NO,Horror,USA,2026,91,"Basato su un videogioco, il film non riesce a trascenderne la natura ludico-ripetitiva",Jeremiah Kipp,"Willa Holland, Paul Sparks, Mark Steger, Keena Ferguson","The Space Parco de Medici
Uci Cinemas Porta di Roma","22:45
22:40"
AMORI & INCANTESIMI 2,"0,00",N.D.,Commedia,USA,2026,130,Un film sentimentale fantasy senza nessuna magia,Susanne Bier,"Nicole Kidman, Joey King, Dianne Wiest, Stockard Channing","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Broadway
CINEMA Cineland
Eurcine Multisala
CINEMA FCE Majestic
CINEMA Giulio Cesare
CINEMA Jolly
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:15, 17:50, 20:20 | VO: 21:40
16:45, 19:00, 21:20 | VO: 21:10
15:40, 17:00, 19:10
16:00, 18:30, 21:00
16:00, 18:30, 21:10
16:00, 18:30, 21:00
16:00, 21:25 | VO: 19:05
VO: 16:00, 18:30, 21:00
17:00, 19:30, 22:00
16:15, 18:45, 21:15
16:15, 18:45, 21:15
17:00, 18:55, 21:10
19:00, 21:55
15:55, 17:05, 19:05, 19:20
16:10, 19:00, 21:50
16:10, 19:00, 21:50 | VO: 19:30
16:40, 19:00, 21:50
15:50, 19:00, 21:50"
ASSASSINATION CLASSROOM - L'ORA DI TUTTI NOI,"0,00",N.D.,Animazione,Giappone,2026,86,Il ritorno di un classico moderno dell'animazione in un film rilevante per chi conosce già il manga,"Masaki Kitamura, Jason Lord","Shintarô Asanuma, Terri Doty, Mai Fuchigami, Jun Fukuyama","CINEMA Adriano
CINEMA Atlantic
CINEMA Multisala Lux
The Screen Cinemas Roma Ottavia
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:20, 19:45
19:30
20:20, 22:20
19:35
17:25
18:10, 20:30
18:20, 20:30
18:10, 20:30
20:10"
BAD APPLES,"0,00",N.D.,"Commedia, Thriller",Regno Unito,2025,100,N.D.,Jonatan Etzler,"Sean Gilder, Saoirse Ronan, Jack Ashton, Rakie Ayola","CINEMA Adriano
CINEMA Atlantic
CINEMA Cineland
CINEMA Jolly
CINEMA Multisala Lux
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma","15:00
15:00
21:10
21:20
16:00
14:00
16:20
14:00"
DISCOVER ROME,"0,00",N.D.,Documentario,Italia,2019,30,Un viaggio nel tempo,Paco Lanciano,N.D.,Augustus - Welcome To Rome,09:00
FAMMI IL PIACERE,"0,00",N.D.,Commedia,Francia,2026,90,La tipica commedia francese che si regge tutta sull'interpretazione degli attori,Reem Kherici,"Alexandra Lamy, François Cluzet, Delphine Baril, François Bureloup","CINEMA Barberini
CINEMA Eden
Eurcine Multisala
CINEMA Greenwich
CINEMA Multisala Lux
CINEMA Savoy
Uci Cinemas Porta di Roma","14:30
15:10, 19:30, 21:20
19:15
VO: 18:50
16:00
17:00, 18:45
15:10"
LIMONI A VARSAVIA,"0,00",N.D.,Commedia,Italia,2026,86,Una commedia che racconta con leggerezza l'amicizia tra due cugini/colleghi,Bruno Colella,"Roberto De Francesco, Antonino Bruschetta, Marieta Zukowska, Ana Cieslak",CINEMA Farnese,"17:30, 21:00"
MUTINY,"0,00",N.D.,"Azione, Thriller","Regno Unito, USA",2026,95,Un thriller marittimo che non rivoluziona il genere e fa quello che gli si chiede,Jean-François Richet,"Jason Statham, Chaneil Kular, Ramon Tikaram, Jason Wong","CINEMA Adriano
CINEMA Atlantic
CINEMA Cineland
CINEMA Doria
CINEMA Multisala Lux
The Screen Cinemas Roma Ottavia
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:40, 18:00, 21:40
19:40, 21:40
16:30, 21:40
18:45, 21:00
18:00
21:35
16:00, 18:30, 21:45
19:30, 21:30
17:30, 19:50, 22:10
14:00, 17:40, 20:10, 22:20
17:05, 19:50, 22:10
22:40"
PALESTINA 36 - QUANDO TUTTO EBBE INIZIO,"0,00",N.D.,"Drammatico, Guerra, Storico","Regno Unito, Qatar",2025,119,"Un'opera - a tratti brutale - sulla rivolta araba del '36. Un film di ampio respiro, dalla natura corale e capace di abbracciare molti punti di vista","Drammatico, Guerra, Storico, Regno Unito, Qatar, 2025",N.D.,"CINEMA Barberini
CINEMA Greenwich
Nuovo Cinema Aquila","14:30, 16:45
16:00, 18:30 | VO: 21:00
16:00 | VO: 21:00"
PAW PATROL - MISSIONE DINOSAURI,"0,00",N.D.,Animazione,USA,2026,88,"Un film di svago movimentato, con gag innocue e un messaggio semplice","Animazione, USA, 2026",N.D.,"CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 16:00
17:20, 18:30
15:00, 16:50
15:00, 16:40
16:30, 18:30
16:15
15:30, 17:20
16:30, 18:15
16:15
17:00, 18:20
15:10, 17:00
14:15, 14:40, 15:15, 16:25, 17:00
16:30, 17:30
16:30, 17:20, 18:40
15:00, 17:10, 19:20
15:00, 16:20, 17:20, 18:30
14:10, 15:00, 16:20, 17:20"
