TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
IL CASO 137,"3,70",SI,Thriller,Francia,2025,115,La polarizzazione tra polizia e società civile in un film che mantiene la purezza narrativa rifiutando ogni faziosità,Dominik Moll,"Léa Drucker, Jonathan Turnbull, Solan Machado Graner, Sandra Colombo","Azzurro Scipioni
CINEMA Eden","21:00
16:15, 18:30, 21:10"
ZOOTROPOLIS 2,"3,66",SI,"Animazione, Commedia, Family",USA,2025,108,Un'irresistibile sarabanda di gag scatenate e comiche con vari livelli visivi di lettura,"Byron Howard, Rich Moore, Jared Bush","Michela Giraud, Max Angioni, Matteo Martari, Alessandro Del Piero",Cinevillage Parco Tevere Marconi,21:30
PONYO SULLA SCOGLIERA,"3,62",SI,Animazione,Giappone,2008,100,"Una fiaba incantevole sulla potenza della parola data, della promessa mantenuta e del rispetto degli altri",Hayao Miyazaki,"Yuria Nana, Hiroki Doi, Jôji Tokoro, Tomoko Yamaguchi","Casa del Cinema
Teatro all'Aperto Ettore Scola","21:30
21:30"
SAN DAMIANO,"3,56",SI,Documentario,Italia,2024,86,Un documentario che non fa sconti ma ci invita a porci delle domande su una realtà che non vogliamo vedere,"Gregorio Sassoli, Alejandro Cifuentes",N.D.,Arena Meda - Oasi Urbana,21:00
A NEW DAWN,"3,50",SI,Animazione,"Giappone, Francia",2026,76,Un'opera prima di emozionante bellezza visiva che trasforma la nostalgia in colore,Yoshitoshi Shinomiya,"Riku Hagiwara, Kotone Furukawa, Miyu Irino, Takashi Okabe","CINEMA Adriano
CINEMA Atlantic
CINEMA Barberini
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","19:30
19:15
16:00
19:10
18:10, 20:10
11:10, 18:10, 20:10
20:10
18:10"
FOLLOWING,"3,50",SI,Commedia nera,Gran Bretagna,1998,69,L'opera prima di Nolan è un noir mozzafiato che impone il suo stile di sceneggiatura e un cinema unico,Christopher Nolan,"Jeremy Theobald, Alex Haw, Lucy Russell, John Nolan",CINEMA Greenwich,"16:30 | VO: 19:00, 21:15"
GIOIA MIA,"3,49",SI,Drammatico,Italia,2025,90,Un film semplice e nostalgico che guarda alla proverbiale estate italiana che forse non esiste più,Margherita Spampinato,"Marco Fiore, Aurora Quattrocchi, Martina Ziami, Camille Dugay Comencini",Cinevillage Piazza Vittorio,21:15
MIO FRATELLO È UN VICHINGO - THE LAST VIKING,"3,42",SI,"Commedia, Drammatico","Danimarca, Svezia",2025,116,"Jensen prosegue a raccontare il dramma con feroce umorismo, incrementando qualità e complessità della narrazione",Anders Thomas Jensen,"Mads Mikkelsen, Nikolaj Lie Kaas, Sofie Gråbøl, Søren Malling",CINEMA Tiziano,16:45
MINIONS & MONSTERS,"3,33",SI,Animazione,USA,2026,90,Un'avventura godibile - e una bella lettera d'amore per il cinema - che mantiene viva la natura surreale dei piccoli protagonisti,"Pierre Coffin, Patrick Delage","Marcello Macchia, Pierre Coffin, Romesh Ranganathan, Zoey Deutch","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
Eurcine Multisala
CINEMA FCE Majestic
CINEMA Jolly
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 16:00, 17:20, 18:00
17:30
16:15
17:00, 18:00, 19:50
VO: 14:15
17:20, 19:10
16:30, 17:30, 18:30
17:00
17:15
16:15
17:00, 19:00
15:15, 17:15, 19:15, 21:05
16:00, 18:00, 20:00
16:00, 18:00, 20:00
17:30
15:40
14:40, 16:50, 17:55, 19:10
16:15, 18:15
17:10, 18:20, 20:20
10:50, 13:40, 15:50, 17:10, 18:20
13:45, 17:10, 18:10
17:10, 19:00"
IL PRIGIONIERO,"3,29",SI,Drammatico,"Spagna, Italia",2024,134,Una biofiction libera e coraggiosa dedicata a Miguel de Cervantes. E al potere delle storie di sottrarci alla sottomissione,Alejandro Amenábar,"Julio Peña (III), Alessandro Borghi, Miguel Rellán, Fernando Tejero",CINEMA Eden,18:40
HOLY SPIDER,"3,28",SI,Thriller,"Francia, Germania, Svezia, Danimarca",2022,117,"Un thriller affascinante, lucido e metodico che sa intrigare attraverso l'ambivalenza",Ali Abbasi,"Mehdi Bajestani, Zahra Amir Ebrahimi, Arash Ashtiani, Forouzan Jamshidnejad","CINEMA Arena al Maxxi
CINEMA Arena Tiziano
CINEMA Tiziano","21:00
21:00
21:00"
MICHAEL,"3,28",SI,Biografico,USA,2026,127,"Un film-evento musicale, dal ritmo travolgente. Da brividi la performance di Jaafar Jackson",Antoine Fuqua,"Jaafar Jackson, Nia Long, Laura Harrier, Juliano Valdi","CINEMA Madison
CINEMA Tiziano","17:00, 19:20, 21:35
20:30"
PECORE SOTTO COPERTURA,"3,27",SI,"Azione, Commedia","Irlanda, Gran Bretagna, Germania, USA",2026,109,"Il divertimento non manca, il gioco del 'chi è stato' è presente, il messaggio è positivo. Un piacevole film per famiglie",Kyle Balda,"Ciro Priello, Arianna Craviotto, Emma Thompson, Hugh Jackman","CINEMA Farnese
CINEMA Madison","21:00
15:30"
IL GATTO CON GLI STIVALI 2 - L'ULTIMO DESIDERIO,"3,26",SI,Animazione,USA,2022,100,"Un sequel coraggioso, creativo e divertente, con una morale parafilosofica che fa riflettere","Joel Crawford, Januel Mercado","Antonio Banderas, Salma Hayek, Olivia Colman, Harvey Guillen",CINEMA Aura Movies,21:00
BUGONIA,"3,19",SI,"Commedia, Fantascienza",Gran Bretagna,2025,120,"Lanthimos traduce una commedia sci-fi in una satira caustica, che prende a bersaglio l'America e il nostro presente",Yorgos Lanthimos,"Jesse Plemons, Aidan Delbis, Emma Stone, J. Carmen Galindez Barrera","Arena Nuovo Sacher
CINEMA Nuovo Sacher","VO: 21:30
VO: 21:30"
DISCLOSURE DAY,"3,19",SI,"Fantascienza, Drammatico",USA,2026,145,Spielberg torna al cinema di fantascienza e si conferma maestro della tensione,Steven Spielberg,"Emily Blunt, Josh O'Connor, Colin Firth, Eve Hewson","CINEMA Adriano
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
Quattro Fontane
The Space Parco de Medici","21:30
16:30, 18:45, 20:45
16:30 | VO: 20:30
15:30
16:30, 19:45
22:00
VO: 21:00
21:55"
OBSESSION,"3,16",SI,Horror,USA,2026,108,La conferma del talento dell'astro nascente Curry Barker,Curry Barker,"Michael Johnston (II), Inde Navarrette, Cooper Tomlinson, Megan Lawless","CINEMA Adriano
CINEMA Barberini
CINEMA Madison
CINEMA Multisala Lux
Uci Cinemas Porta di Roma","19:15, 21:40
VO: 21:30
15:00, 21:35
22:30
23:10"
AMARGA NAVIDAD,"3,10",SI,Drammatico,Spagna,2026,111,"Almodóvar è ancora magnifico nel contrapporre spazi, musiche e tinte. Ma la messinscena risulta asfittica",Pedro Almodóvar,"Bárbara Lennie, Leonardo Sbaraglia, Aitana Sánchez-Gijón, Vicky Luengo",CINEMA Eden,16:30
BACKROOMS,"3,08",SI,Horror,USA,2026,111,Un'opera d'arte contemporanea sulla terrificante presenza dell'assenza,Kane Parsons,"Chiwetel Ejiofor, Renate Reinsve, Mark Duplass, Finn Bennett",CINEMA Madison,21:35
TUNER - L'ACCORDATORE,"3,08",SI,Drammatico,"Canada, USA",2025,109,Un film d'autore con un andamento jazz capace di parlare al grande pubblico. Con Hoffman in una parte scritta con amore e grazia,Daniel Roher,"Leo Woodall, Dustin Hoffman, Havana Rose Liu, Lior Raz",CINEMA Tiziano,18:45
AGENT OF HAPPINESS - IL BHUTAN E LA FELICITÀ,"3,00",SI,Documentario,"Bhutan, Ungheria",2024,93,"Ironico e pieno di grazia, un documentario che si chiede cosa sia la felicità","Arun Bhattarai, Dorottya Zurbò",N.D.,"CINEMA Farnese
CINEMA Giulio Cesare
CINEMA Greenwich
CINEMA Multisala Lux
Quattro Fontane","VO: 19:00
16:45, 19:15 | VO: 21:15
18:00 | VO: 20:45
16:31, 20:30
17:00 | VO: 19:00"
COS'È L'AMORE?,"3,00",SI,Commedia,Francia,2025,98,"Commedia francese girata con brio fatta di equivoci, romanticismo e incroci familiari",Fabien Gorgeart,"Laure Calamy, Vincent Macaigne, Lyes Salem, Mélanie Thierry",CINEMA Giulio Cesare,16:45
THE DRAMA - UN SEGRETO È PER SEMPRE,"3,00",SI,Commedia,USA,2026,106,Una commedia surreale che rompe le convenzioni sociali e parla a ognuno di noi. Con un cast di superstar,Kristoffer Borgli,"Robert Pattinson, Zendaya, Alana Haim, Mamoudou Athie",Cinevillage Villa Lazzaroni,21:30
ELECTION DAY,"2,96",SI,Commedia,Italia,2026,100,La commedia politica di Amato si perde in una traiettoria narrativa prevedibile e in un finale banalizzante,Giorgio Amato,"Angela Finocchiaro, Giorgio Tirabassi, Antonio Gerardi, Crisula Stafida",Uci Cinemas Porta di Roma,13:40
LA CASA - IL ROGO DEL MALE,"2,94",SI,Horror,USA,2026,112,Il sesto capitolo del franchise mostra il suo debito al cinema di Raimi,Sébastien Vanicek,"Souheila Yacoub, Hunter Doohan, Luciane Buchanan, Tandi Wright","CINEMA Adriano
CINEMA Atlantic
CINEMA Cineland
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","21:30
21:40
21:40
14:10, 17:35, 22:40
16:40, 22:40, 23:30
23:30
23:10"
IL DIAVOLO VESTE PRADA 2,"2,89",SI,"Commedia, Drammatico",USA,2026,119,Un sequel che ci dà quello che aspettavamo. C'è meno ferocia ma il cast si conferma di primo piano,David Frankel,"Meryl Streep, Anne Hathaway, Emily Blunt, Stanley Tucci",CINEMA Madison,17:30
DIECI MINUTI,"2,88",SI,Drammatico,Italia,2024,102,Un film morbido e gentile che accompagna lo spettatore con accorata tenerezza. Dal romanzo di Chiara Gamberale,Maria Sole Tognazzi,"Barbara Ronchi, Fotinì Peluso, Margherita Buy, Alessandro Tedeschi","CINEMA Adriano
Teatro San Timoteo
The Screen Cinemas Roma Ottavia
The Space Parco de Medici
Uci Luce Maximo","14:45, 16:45
13:00, 15:00
13:40, 15:00
14:00, 16:30
12:40, 15:00"
SUPERGIRL,"2,87",SI,Azione,USA,2026,107,"A tratti leggero, a momenti ricco di pathos. Il film di Gillespie intrattiene senza essere dirompente",Craig Gillespie,"Milly Alcock, Matthias Schoenaerts, Eve Ridley, David Krumholtz","CINEMA Adriano
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","15:00
21:40
13:50
14:35, 21:40"
BREVE STORIA D'AMORE,"2,82",SI,Commedia,Italia,2025,100,Un esordio che guarda alle relazioni senza falsi moralismi e segna la nascita di un'autrice curiosa e coraggiosa,Ludovica Rampoldi,"Pilar Fogliati, Adriano Giannini, Andrea Carpenzano, Valeria Golino","Arena Garbatella
Cinevillage Villa Bonelli","21:15
21:30"
INNAMORARSI E ALTRE PESSIME IDEE,"2,77",SI,Commedia,Italia,2026,97,"Prevedibile commedia romantica, accompagnata da una regia che asseconda con grazia le evoluzioni romantiche dei protagonisti",Simone Aleandri,"Lino Guanciale, Ilenia Pastorelli, Andrea Delogu, Claudio Colica",Uci Luce Maximo,"10:10, 15:00"
CENA DI CLASSE,"2,69",NI,Commedia,Italia,2026,94,Una commedia che perde la genuinità dell'ispirazione in una trama caotica,Francesco Mandelli,"Beatrice Arnera, Luigi Luciano, Giovanni Esposito, Roberto Lipari",Uci Luce Maximo,19:50
RUFUS - IL DRAGHETTO MARINO CHE NON SAPEVA NUOTARE,"2,67",NI,"Animazione, Family","Norvegia, Belgio, Germania",2026,80,Dalla Norvegia una favola ecologista dal tradizionale impianto narrativo,Endre Skandfer,"Gisken Armand, Kåre Conradi, Janne Formoe, Stig Henrik Hoff",Uci Luce Maximo,"08:50, 09:40, 10:45"
RICCHI... DA MORIRE - DELITTI IN FAMIGLIA,"2,52",NI,"Commedia, Drammatico, Thriller",USA,2025,105,Un'opera gradevole con un protagonista di bell'aspetto. Ma manca il mordente,John Patton Ford,"Glen Powell, Margaret Qualley, Jessica Henwick, Bill Camp","CINEMA Giulio Cesare
Quattro Fontane","18:45
16:30"
PICCOLO MIRACOLO,"2,25",NI,Drammatico,Italia,2026,102,Una commedia dove la finzione domina troppo sulla realtà. Ma Greta Scarano è magnifica,Guido Chiesa,"Marco D'Amore, Greta Scarano, Giorgio Colangeli, Mariangela D'Abbraccio","CINEMA Greenwich
CINEMA Mignon","16:00
16:30"
DEEP WATER - INCUBO DAGLI ABISSI,"2,20",NI,"Azione, Drammatico, Horror","Spagna, Nuova Zelanda, USA",2026,106,Una scialba operazione nostalgia con personaggi troppo piatti,Renny Harlin,"Ben Kingsley, Aaron Eckhart, Angus Sampson, Kelly Gale","CINEMA Adriano
CINEMA Andromeda
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:30, 18:00, 21:00
21:20
17:00, 19:15, 21:30
VO: 14:00, 17:30
15:30, 22:00
16:15, 18:25
16:00, 18:10, 20:20, 22:30
16:00, 18:10, 20:20, 22:30
19:30, 21:45
15:00, 22:15
15:05, 22:30
16:00, 20:00, 21:30
22:40, 23:40
10:20, 14:35, 17:20, 20:20, 22:40, 23:50
17:20, 19:50, 22:10, 23:40
20:10, 23:00"
TERAPIA DI FAMIGLIA,"2,13",NI,Commedia,"Francia, Belgio",2025,91,Una commedia sugli equivoci che fa leva soprattutto sulla popolarità di Christian Clavier,Arnaud Lemort,"Christian Clavier, Baptiste Lecaplain, Claire Chust, Cristiana Reali","CINEMA Adriano
CINEMA Barberini
CINEMA Cineland
Eurcine Multisala
CINEMA Giulio Cesare
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:20, 17:15, 19:30
14:00, 19:30
16:10, 18:30, 21:00
16:15, 18:45, 20:45
17:00, 19:00 | VO: 21:00
14:00, 15:05, 21:20
16:20, 19:20
19:20
14:40, 19:20
11:00, 12:30, 17:20"
BLUE,"1,44",NO,Drammatico,"Polonia, Italia",2026,84,Un'opera prima dalle buone intenzioni e dalla buona regia. Ma la sceneggiatura non regge,Eleonora Puglia,"Shaen Barletta, Alexia Cozzi, Pierangelo Menci, Rocco Siffredi","CINEMA Adriano
CINEMA Atlantic
CINEMA Cineland
CINEMA Jolly
CINEMA Multisala Lux
The Screen Cinemas Roma Ottavia
The Space Parco de Medici
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","14:00, 19:30, 21:40
21:30
16:30, 18:30, 20:30
17:00, 21:00
18:30, 22:30
19:30, 21:30
15:00, 17:20, 22:40
14:05, 19:10
14:05, 22:20
22:10"
DISCOVER ROME,"0,00",N.D.,Documentario,Italia,2019,30,Un viaggio nel tempo,Paco Lanciano,N.D.,Augustus - Welcome To Rome,09:00
SEPARAZIONI,"0,00",N.D.,Drammatico,Italia,2025,87,Un dramma sussurrato sull'implosione dei sentimenti e sul senso di impotenza,Stefano Chiantini,"Barbora Bobulova, Leonardo Della Bianca, Osmin Lima Espinosa, Adriano Giannini",CINEMA Eden,15:50
TERRA VIL,"0,00",N.D.,Drammatico,N.D.,2025,101,N.D.,Luís Campos,"William Cesnek, Rúben Gomes, Lúcia Moniz, Francisca Sobrinho",CINEMA Farnese,VO: 17:00
WHAM! 10 DAYS IN CHINA,"0,00",N.D.,Musicale,Gran Bretagna,2026,90,N.D.,Mike Christie,N.D.,"The Space Moderno
The Space Parco de Medici
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","VO: 17:30, 19:50
VO: 19:30, 20:20
VO: 19:10
VO: 19:10"
