TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
LA GRAZIA,"4,13",ASSOLUTAMENTE SI,Drammatico,Italia,2025,131,"Un'ode comica e malinconica sulla condizione umana. Un film toccato dalla grazia, con Toni Servillo che giganteggia",Paolo Sorrentino,"Toni Servillo, Anna Ferzetti, Orlando Cinque, Massimo Venturiello",CINEMA Adriano,19:00
KILL BILL - THE WHOLE BLOODY AFFAIR,"3,99",ASSOLUTAMENTE SI,Azione,N.D.,2004,281,Un viaggio straordinario e mastodontico che restituisce l'opera alla visione originaria dell'autore,Quentin Tarantino,"Uma Thurman, Lucy Liu, Vivica A. Fox, Michael Madsen","CINEMA Nuovo Olimpia
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","VO: 18:30
14:20
14:00"
PRINCIPESSA MONONOKE,"3,92",ASSOLUTAMENTE SI,Animazione,Giappone,1997,133,Un film avventuroso che spiazza lo spettatore senza perdere coerenza. Il più canonico di Miyazaki,Hayao Miyazaki,"Billy Crudup, Billy Bob Thornton, Minnie Driver, John Di Maggio","CINEMA Adriano
CINEMA Atlantic
CINEMA Cineland
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Madison
CINEMA Multisala Lux
Nuovo Cinema Aquila
Quattro Fontane
The Space Parco de Medici
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00
15:00
18:15
16:15, 21:30
16:00, 18:30 | VO: 21:00
17:00, 19:00, 21:30
20:00, 22:30 | VO: 21:00
17:50 | VO: 20:30
16:15 | VO: 18:45, 21:15
19:20
19:10
18:30, 19:10
19:10
16:50"
NOBODY KNOWS,"3,90",ASSOLUTAMENTE SI,Drammatico,Giappone,2004,141,"Il film più realista di Kore-eda, tratto da un drammatico fatto di cronaca",Kore'eda Hirokazu,"Yûya Yagira, Ayu Kitaura, Hiei Kimura, Momoko Shimizu",CINEMA Greenwich,16:30 | VO: 21:15
IL CASO 137,"3,81",SI,Thriller,Francia,2025,115,La polarizzazione tra polizia e società civile in un film che mantiene la purezza narrativa rifiutando ogni faziosità,Dominik Moll,"Léa Drucker, Jonathan Turnbull, Solan Machado Graner, Sandra Colombo",CINEMA Dei Piccoli,VO: 20:45
THE SEA,"3,71",SI,Drammatico,Israele,2025,93,"Un'opera divenuta un ""caso"" che ci costringe a non voltare lo sguardo altrove",Shai Carmeli-Pollak,"Muhammad Gazawi, Khalifa Natour, Marlene Bajali, Hilla Sarjon","CINEMA Intrastevere
CINEMA Madison
CINEMA Tiziano","17:15
15:40
16:30"
STAND BY ME - RICORDO DI UN'ESTATE,"3,64",SI,Avventura,USA,1986,89,Un'opera memorabile. Sul tema della ricerca di se stessi e sull'importanza dell'amicizia,Rob Reiner,"River Phoenix, Wil Wheaton, Corey Feldman, Kiefer Sutherland","CINEMA Adriano
CINEMA Barberini
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Greenwich
CINEMA Mignon
CINEMA Multisala Lux
Multisala Odeon
The Space Parco de Medici
CINEMA Troisi
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","21:30 | VO: 17:00
17:15, 19:15
16:30, 18:45
17:00 | VO: 19:00
19:00 | VO: 21:00
19:00, 21:00
16:00, 20:00 | VO: 18:00, 22:00
16:00, 18:00, 20:00, 22:00
19:00
VO: 14:00, 18:00
18:30, 20:40 | VO: 19:30
18:30, 20:40 | VO: 19:00
18:30, 20:40
18:20, 20:45"
MR. NOBODY AGAINST PUTIN - IL FILM CONTRO TUTTE LE GUERRE,"3,57",SI,Documentario,"Danimarca, Repubblica Ceca",2025,90,Un documentario che riesce a mostrare dove la propaganda di un regime può arrivare,"David Borenstein, Pavel Ilyich Talankin",N.D.,CINEMA Intrastevere,VO: 15:30
YELLOW LETTERS,"3,53",SI,Drammatico,"Germania, Turchia, Francia",2026,127,"Catak si insinua nella coscienza dei suoi personaggi, rivelandone ambiguità morali e passi falsi comportamentali",Ilker Çatak,"Özgü Namal, Tansu Biçer, Leyla Smyrna Cabas, Ipek Bilgin","CINEMA Eden
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est","15:00, 16:00, 18:50, 21:00
21:10
21:10"
A CENA CON IL DITTATORE,"3,49",SI,"Commedia, Drammatico, Storico","Spagna, Francia",2025,106,Un film dal deciso affondo politico. Un cinema vecchia scuola che è sempre un piacere da guardare,Manuel Gómez Pereira,"Mario Casas, Alberto San Juan, Asier Etxeandia, Oscar Lasarte",CINEMA Eden,21:30
